asin,body,brand,date
B078T2T2FL,"It's sad that this phone won't get the exposure it deserves, because it really is a great phone. For starters, the battery life is incredible. With heavy use (games like Hearthstone and lots of YouTube) I can easily come out the other side of my 12 hour shift with 15-20% left. If you do have to charge it though, the supplied charger puts out 4.5A @ 5V and will get you several more hours of use in no time flat. The fingerprint sensor is something else that is unbelievably fast. Almost the instant you touch the well placed sensor the phone is unlocked. I loved how fast the sensor is on my Nexus 6P which is also a Huawei built phone, but this one is in a whole other ballpark as far as speed is concerned. Another thing I like about it is the stereo speakers. I loved the ones in my 6P and was hugely disappointed in the sad, lone speaker Google put on my Pixel XL. This phone uses the single bottom firing speaker while in portrait mode but uses both when in landscape and is more than adequate for showing your co-workers the latest video you found of Panda bears falling over and over again. The camera is another area that Huawei made sure was done right. Pictures turn out great with no effort and only get better with all the options they give you. Same goes for videos, there are a total of 9 different modes of video that go from tiny MMS size videos to 4k @ 30 fps, along with 1080p @ 60 & 120 fps, and 720p @ 240 fps. Now that I've brought up the Pixel XL that I attempted to replace my 6P with I want to say something about how these phones feel in your hand. The 6P and the Mate 10 Pro both feel as expensive as they are. The Pixel XL feels like the cheap plastic toys you get with the tickets at Chuck E Cheese. It's a minor point to most I'm sure but if I'm spending $800+ on a phone I want to feel like my money is well spent. As for the things I don't like. My main gripe is the display. Yes, under most circumstances it's a great screen even though the resolution isn't as high as other flagship phones. There are really only a few instances where its lower resolution shows itself, and the main one where I notice it is in the game Hearthstone. When your cards are low in your hand the card art is pretty distorted looking. When you bring them up to take a closer look they are much better looking. On the 6P and Pixel XL the card art is nice and sharp all the time. The other complaint I have is of course the lack of a headphone jack. We've all got our own opinions and I'm on the side that misses it. If Samsung can make an IP68 rated phone with a headphone jack then Huawei should be able to as well. But of course them and Google are too busy worrying about what Apple is doing. We don't need thinner phones that make it easier to bend/break these expensive phones, and I'd much rather have the jack than the IR blaster they included.",HUAWEI,"July 2, 2021"
B078T2T2FL,"This phone is absolutely amazing for the price. It's an even better deal now that it's down to $550 (purchased when it was $650). I have been using it daily for a few months now- it is replacing my Huawei Nexus 6P. Setup: It was almost a seamless setup for me...Almost. I ran into issues in regards to the Huawei data transfer app. It would not connect at all, so I went with another app and it went smooth as butter Performance and battery life: I have not noticed any issues with performance. I do not play games much using this phone, but I use google, youtube, messaging, and media apps a lot. Apps are snappy upon loading, fingerprint is immediate upon touch(almost too sensitive if that's possible). No strange bugs yet or crashes/freezes. Charging is insanely fast...faster than you'll ever really need especially if you leave it overnight - it'll finish probably within an hour. More recently I've decided to try out Apple Music which surprisingly does not drain the battery life on this. I can get through two days easily with no charging. I have seen many days where I have music playing almost the whole day, watching videos occasionally and finding myself with enough battery life for the next day. Quirks: -The knuckle screenshot is a bit useless to me. Half the time it works, half the time it doesn't. One time - the knuckle screenshot activated upon using my regular fingertips. I was just scrolling! Will disable if possible -You cannot disable certain Huawei Apps...This is absolutely annoying. If you root the phone, you may be able to mess around, but I plan on keeping this stock. The issue that I came across was when I used Apple Music over bluetooth. Upon enabling and connecting bluetooth, Huawei's Music App started playing instead of Apple Music. I cannot disable Huawei's Music App or make Apple Music the default App.",HUAWEI,"July 2, 2021"
B078T2T2FL,"I bought the phone after my Google Pixel XL took a dunk in the sea water and lost its life. I did some extensive research before I settled for the best Huawei phone at the time. I am really picky about camera, Pixel 2 XL was my first choice but didn't buy one because of high price tag and so so battery life. The Huawei phone has great size in hand: not as wide as Pixel XL, easier to handle with one hand. The screen size is reasonably good. Although it doesn't have the pixel density as Pixel XL, I was not able to tell the difference during day to day use. Camera: not as good as the Pixel XL in terms of color vibrancy (Huawei Mate 10 pro photos tend to have more contrast than my liking during high contrast situation), but low light photo is probably a little better due to image stabilization. It's max zoom photo is sharper than Pixel. But those are the extreme situation we are talking about. In those situation, Huawei has a Black and White camera that does a decent job capturing the image. Software: Unlike some polarizing review about Huawei's operating system, I find Huawei's effort is mostly unobtrusive. The Safe App is a nice touch, but you do loose the full size backup of photos and first in line update Google offered to Pixel phones. Battery life: OMG, this is where this phone shines. When I am using the Pixel (small one) my battery was at 15% around 6pm; when I was using the Pixel XL, my battery was at 15% around 9pm; while using the Mate 10 Pro, my battery was at 50% around 11pm. The phone saved my day a few times when I was traveling in China, snatching 600 photos at History Museum of Shaanxi and Terra Cotta Museum. Irregularities: Back in my days with Samsung and Google phones, I would encounter about one unexpected shut-down and re-start. My limited experience with Huawei has no such issue (only four months though). Overall experience: I use the phone to take pictures, check email, listen to music and watch videos. I do a lot of internet surfing and play very little video games (my son do use it to play games). For what I do with the phone, it runs flawlessly. Now only if it can process the photo like Google Pixel. It is a very nice phone at a very good price.",HUAWEI,"July 2, 2021"
B078T2T2FL,"Exceptional build quality and camera! Fell way short on Android Auto integration. Known problem but, Huawei is yet to release a patch or fix. Tech support confirmed it and in not so many words, told me to return it and get another brand. Pretty irresponsible for the world's 2nd largest producer of cell phones. The proprietary EMUI is not the best at this price point--should have kept it pure Android,",HUAWEI,"July 2, 2021"
B078T2T2FL,"Update 5/5/2019: This phone has been super reliable and has been updated to Android Pie with up to the April 2019 Security updates so good job Huawei for keeping up with Google's updates! Also, I grew a little tired of the ugly layout of EMUI so I am using Nova Launcher and everything has a perfect layout now! This phone is cheaper than when I bought it, so don't hesitate to get this device. Mine is still super fast! Also, check out some attached camera samples and the Nova Launcher layout. This phone is great! I bought it on sale as a second phone while I ship my Samsung Galaxy S8+ off to be fixed. I initially wanted something cheap and basic, but I was continually drawn to this. I'm so glad I didn't settle for a $100 Nokia or Motorola. This phone has a screen just a notch below my Samsung, better speakers, a better in hand feel and some other spec improvements! As a phone on sale for $550, I don't think there is a better option out there. It makes me have buyer's remorse for getting locked into a contract with a $850 Samsung that I'm not in love with anymore. Get this phone while it's on sale, I'm not sure it is worth the original MSRP of $800 due to a lack of wireless charging, quad HD, and expandable memory. Still a great phone!",HUAWEI,"July 2, 2021"
B078T2T2FL,"I love my phone it is amazing what I dont love is the price war over colors because what is the first thing you do when you get a glass phone? You put a cover on it for protection. Check this out, If you buy Diamond black it is $797.61 or midnight blue is$ 689.89 then the mocha brown is $389.00 and grey is $6.92.99 What is wrong with people paying double or triple for a color. I did some research and the black is a porsche design. but the others are all exactly the same. Ok another issue I had was I got the first phone from Maxproductsales next day 2nd day shipping. and had to send it back it was super hot when you plugged it in and you could not hear me when I talked on it, and the phone would cut in and out. So I sent it back and got the huawie p 30 lite from Purple Passion and as soon as I opened the box and picked up the phone I put it right back in and it went back to UPS in 13 minutes It was plastic and I did not like it at all so I reordered the HUAWEI mate 10 PRO and Made sure I got it from a different seller THE Tech GROUP It came with a charge and I went right to you tube and watched all the tricks and things the phone could do and I am still learning. BUT WARNING, my first phone was the Huawei mate se and I loved it so much but it fell onto the black payment and cracked so bad it is now useless. so I brought it to be fixed and it costs 350.00 to fix it and if you go to ebay or here amazon it is brand new for under 160.00. but let me tell you it is absolutely worth every penny. the only reason I did not get the same one is because I thought I was going to have this one fixed and have a spare phone and also I never ever get anything for myself I always do for someone else and this time I said it is time for me to get something nice. But it did take me two weeks to hit the pay button I can get things for others but when it comes to me I have a hard time spending the money. but this money was well spent and I would get it again. I Did. Enjoy",HUAWEI,"July 2, 2021"
B078T2T2FL,"Fantastic phone with many features, great camera my 1st non apple phone and am so satisfied with it. I waited for 3 months to get it since AT&T dropped the ball on carrying it, bought from Amazon and the wait was well worth it, I strongly recommend this phone to all my associates.",HUAWEI,"July 2, 2021"
B078T2T2FL,"This is a terrific phone. I go to Hong Kong for work and this was the top of the line smartphone just under 2 years ago. I always wanted one but refused to pay $850 for it. I saw it on sale from a dealer on Amazon about 3 months ago for just $479 plus 3 months Mintmobile sim card. I switched from T-Mobile to Mintmobile which is still T-Mobile at a fraction of the cost. I love this phone. It's got everything. The AI is great. Leica camera is one of the best ever. Huawei is probably the best cellphone manufacturer in the world. Their quality and specs beat Apple and Samsung. Too bad the trade war with China doesn't allow Google to associate with Huawei anymore. Hopefully it will be changed and they can continue their relationship and provide updates and OS improvements. I still recommend these phones although, now that the ties with Google have been severed, you may want to put off purchasing a Huawei product.",HUAWEI,"July 2, 2021"
B078T2T2FL,"I've been waiting for this to release in the US! Works great, excellent battery life. Fast charging. I wish it had wireless charging but I look forward to that on the next model.",HUAWEI,"July 2, 2021"
B078T2T2FL,"This is my first Huawei and it is nothing but Awesome. The battery life is remarkable. The phone has so many features and is so customizable I think it would take me about four days to cover the ones I know about. Durable phone as well. The only thing that could be considered a down side is there is no place for a micro SD card on this model. There are some that have dual sim or single sim and micro SD, but this one does not.",HUAWEI,"July 2, 2021"
B078T2T2FL,"I completely regret switching from a $299 Moto X4 to the ""flagship"" Mate 10 Pro, this was my first and last Huawei device. Here's some of the quirks I've dealt with: Camera - Each time you open the camera app, you will be spammed with the message: ""Wide aperture adds bokeh effects to your photos to emphasize the subject."" The message takes up a quarter of the screen and you need to either tap the screen or take a dummy picture before taking your real picture for the message to go away (until you open the camera app again.) - One day you'll be spammed with the message ""sharpening photo, do not move your phone"" (after every single picture), next day the messages go away completely. Miscellaneous - You will not get 3rd party notifications on the always on display, my last 3 phones (even budget ones) supported this feature - I decided to turn off always on display since lock screen notifications worked, that is until they didn't. Gmail notifications stopped appearing on my lock screen even though everything was enabled, then 3 days later it started working again. - The battery management is so aggressive on this phone that I think it affected my SMS notifications. One day a friend sent me an important SMS message which I never received a notification for, he eventually messaged me over google hangouts which I received. I then opened up SMS and then suddenly the notification finally popped up. I went to Settings -> Battery -> Launch and realized SMS was set to ""manage automatically"" (default for all apps) while hangouts was set to ""manage manually"" which is why I think alerts work fine hangouts but sometimes not for SMS. - Huawei doesn't support the popular quick charge standard, so 3rd party QC wall chargers or QC power banks will not fast charge this phone, you'll need to buy official huawei fast charger. I ended up factory resetting the phone but the issues resurfaced shortly thereafter. Figured I got a lemon so Amazon sent me a replacement, same exact issues on the 2nd one. These issues may have been resolved in a software update but Huawei is not supporting the US model with updates. For perspective, my phone is on April security update and very old firmware .112 (international versions are on .150), so we're missing out on features like face unlock and possible fixes to my complaints above. I will be returning this phone to Amazon.",HUAWEI,"July 2, 2021"
B078T2T2FL,"This phone is a beast. Amazing battery life, can easily go two days moderate use without charging, gorgeous display. Camera produces great photos although at full size you can see overprocessing. Calls are clear. Wifi good. Gps blazing fast. And with the usa unlocked version you have full control over every aspect including what keeps running in the background unlike stock android devices. Only negative is the abysmally dim LED notification light which is impossible to see outdoors. Nevertheless still highly recommended despite that.",HUAWEI,"July 2, 2021"
B078T2T2FL,This phone is outstanding I can use it for 3d gaming. Screen casting to the smart tv via WiFi. It charges fast about 50% in 30 minutes. The battery last a whole day of 805 work with moderate use. I usually come home with 70-80% battery left! Also no lag. everything happens instantly. I also use the figerprint scanner to instantly log into secure websites and the phone itself. Fingerprint scanner is instant. The phone clone app it comes with allowed me to transport all my settings an apps from my old Galaxy phone with no problems. Overall outstanding. I upgrade from an 3 year old phone so I am highly amazed!,HUAWEI,"July 2, 2021"
B078T2T2FL,"This is, honestly, the best phone I've ever used. I bought it for the camera as I like to take pictures everywhere I go and it's not always practical to lug a DSLR around. What interested me initially was the Leica dual lens camera with F/1.6 aperture and 20/12 megapixel resolution. It has all kinds of ""smart"" modes but what I found most useful was the pro mode that allows for exposure, film speed and other adjustments as well as offering an actual manual focus in addition to the auto. The camera is amazing and probably overkill for most people, I still find l little things I can do with it every time I snap a new photo. On paper, the Mate10pro has everything I could ever ask for in a phone and more than some high end tablets and computers (Including the one I owned at the time). 6gb RAM and 128gb memory with a 2160x1080 display are pretty impressive and I find myself using the phone more and more in applications usually better left to a computer such as drawing and photo editing. I go to the mate10 when editing my business page in Facebook far more often than my computer. That being said, I still hesitated about purchasing it due to the pervasive anti-Chinese tech sentiment and their generalized reputation for poor quality- if the charging port in my Samsung S5 hadn't finally stopped working I might still be debating the purchase right now. I pulled the trigger finally and I can say without reservation that I haven't made a better aquistion in my life. Fit and finish are as good as I've ever seen, and the battery life is phenomenal. Using the supplied charger I can get full charge in an a couple hours and it easily lasts through a normal 12 hour shift at work. Even running multiple apps (Facebook, Adobe Sketch) I can count on 4-6 hours before I have to look for an outlet. I bought it this spring and it's proven itself well worth the purchase price ($612 and change for the phone, Spurion case, next day shipping and tax). I've bought a few value minded tech purchases from Chinese companies before and have come to expect a certain trade-off between expectation and price point but I'm left wanting nothing in this particular instance. I'm not a hardcore techie and I doubt that I've really pushed this little machine to it's limits but I'm very impressed and extremely happy with the product I received from Amazon. Oh, one thing I didn't like and still bothers me a bit is not being able to change font style. I can change the size but can't personalize it.",HUAWEI,"July 2, 2021"
B078T2T2FL,"So I will start this by saying that I have always had a galaxy phone starting with the S5. Loved it still my favorite smartphone just wish it would not have gone to a glass sandwich went to the S7 years later when my S5. Began to show it's age now it began to do the same I now normally I would have been ok I am going to get the S9. Well at work we use Huawei switches, routers, and APs and our contact for Huawei. Let us play with his Honor 7 loved the device I began shopping around and found this for just ease $200 less than a S9 and more power. I have had this phone for a week now and I can say I love this phone the build quality is amazing it is so impressive what it can do and at the price. Definitely worth the money and recommend this phone to people looking for a new Android smartphone.",HUAWEI,"July 2, 2021"
B078T2T2FL,"If you want a phone with big screen, long battery life and excellent camera, you will not regret with this one. However, Mate10 Pro has much more new features(from update) in China version. US version is abandoned by American Huawei . No facial recognition, GPU turbo or new camera mode will be updated. It is a shame that this flagship phone is kept from excellence by its after service. ------------------------------------ 8/7 update -add night shot mode and android Jul security update But, this update break night shot mode and light trial. ------------------------------------ 8/14 update -night shot mode fixed I hope to get face recognition and GT as soon as possible. ------------------------------------ 9/4 still no clue of update of GPUturbo or face recognition.",HUAWEI,"July 2, 2021"
B078T2T2FL,"My previous phone was the moto z play and I feel this was a nice jump. -Fantastic battery life, I usually get 7-9 hours of screen on time if I'm using it a lot in 1 day. Otherwise it'll last for atleast 2-3 days easy. -It charges super quick with the included charger. -No headphone jack but there is a included adapter and a pair of headphones. -Accessories aren't as abundant as they would be for a Galaxy phone or iPhone. - the camera is pretty good. Most shots look great! - Huawei's skin is mostly good. - no microSD slot but you're getting 128gb internal storage out of the box. - No wireless charging. If you really care about that. -The speakers work alright. If you're looking for something different then your typical brands I'd recommend it.",HUAWEI,"July 2, 2021"
B078T2T2FL,"I was excited to get the Huawei Mate 10 because I loved the 9 so much. However, I quickly realized they modified things on the 10 in order to make it more proprietary. Otherwise, there isn't much difference. The phone is quick but there is no longer an aux port for headphones. Headphones must use the USB-C port and be compatible. I started having trouble with the camera quality as well. The rear-facing camera takes very beautiful quality pictures. However, the front-facing camera was warped and make pictures look distorted. Almost like you're looking through a fishbowl. There were minimally different features such as the ""Translate"" app and the ""full-screen mode"" for apps. I switched back to the Huawei Mate 9 because i found the 10 to be of lower quality overall. If you have a 9, I recommend staying with it or upgrading to a Samsung Galaxy S9.",HUAWEI,"July 2, 2021"
B078T2T2FL,"I upgraded from the honor 8 to the mate pro 10. I've always like Huawei phones, reliable and fast. The performance does not downgrade over time. EMUI interface isn't bad (can be changed). Camera is unreal, takes fantastic photos. Has AI built into the camera (ex: taking a picture of sunset, camera recognizes this and shows you a small picture of a sunset and adjusts for best lighting... Same goes for a person, dog, etc). I downloaded fortnite to test out the graphics and I have to say they are better than my Xbox one. No lag, great performance all around. Phone comes with headphones, headphone adapter for type c, case, built in screen protector and quick charger (phone charges to 100% in under an hour). Battery life lasts me a full day and a half before I need to charge.",HUAWEI,"July 2, 2021"
B078T2T2FL,The phone has by far the worst speaker. There are lots of noise in the bottom speaker when the volume is above half the max. The noise is especially bad if it's music and bass heavy.,HUAWEI,"July 2, 2021"
B078T2T2FL,"After years of Samsung Galaxy phones, I made the switch and it's awesome! Things that I love: 1. It came ready with a screen protector already applied. This saved me money and so much hassle! 2. Customizing my phone and app settings is so much easier and intuitive, so the phone feels more like an extension of me rather than a display phone with a few of my stickers on it. 3. Set up was super smooth, quick and simple. Once the new SIM card was in, it was ready to use. Battery was only at 50%, but it charges really fast. 4. A set of headphones (decent sound quality) ending with a male usb c (instead of 3.5mm jack) is included, but they also included an adapter for your favorite 3.5mm headphones. I found that very thoughtful. 5. No bloatware! Even un-carrier phones would have a ton of pre-installed software in addition to the Android stuff, but this one has *very* few additions and they're easy to uninstall or disable. The only reason I give this 4.5/5 is that there's no option to expand capacity with a micro (or nano) SD card. I know that's a feature available in the mate 20 pro, but I wish this phone had it. Fortunately, the 128GB capacity should last a long time.",HUAWEI,"July 2, 2021"
B078T2T2FL,"After few months usage. I love this phone so much. First, It's battery life is excellent. Two to three days without charging is not a problem (l'm not a cell phone minion). It's screen is sharp and the color is vivid. You can read the screen easily even under strong sunlight. But the software has a problem. When I watch YouTube, something the video become choking. After l run a cleanup program, the problem solved. I will give this phone 5 star if the software has no problem.",HUAWEI,"July 2, 2021"
B078T2T2FL,"I just wish I've switched to Huawei Mate 10 Pro earlier. Performance, AI technology, quality build, HDR10 support, 4000mhA battery that optimized by AI so by the end of the day your battery is at 90+%, Leica professional camera, KIRIN 970 processor with AI that is constantly optimized based on your usage, 128 GB internal memory, 6GB RAM, super fast charging (30 min = 60%), EMUI 8.0 skin features on top of Android 8.0, instant desktop mode without docking station just need $20 USB C to HDMI cable, beautiful design, stereo speakers, price < $600, the list of pros just goes on and on. If this is not a perfect flagship phone, then I don't know what is the definition of a perfect phone anymore. Do yourself a favor, YouTube Huawei Mate 10 Pro features, tips and tricks, understand all of the them, then just buy it, you'll understand why this phone was blocked from making a splash on US market. It would've created tsunami effect :-).",HUAWEI,"July 2, 2021"
B078T2T2FL,The respose time is super fast! High resolution screen. Leica camera is perfect! The charge time is very short. Waiting for another deal,HUAWEI,"July 2, 2021"
B078T2T2FL,"First time to have a Huawei phone. It looks good and functions well as a flagship phone. The $150 gift card for pre-order makes it cost-effective. The phone comes with a protective case, which is ok. Since I want to have more protection for the screen, I also purchased the Smart View Flip Case made by Huawei, which looks great and works well.",HUAWEI,"July 2, 2021"
B078T2T2FL,"For the moment it's a great phone. It looks very elegant and beautiful, it's fast and it has a lot of internal memory which it's great. It has some issues with Bluetooth, sometimes it doesn't pair as quick and easy as I expected. Apart from that, is a great phone. I will try to update later",HUAWEI,"July 2, 2021"
B078T2T2FL,"The build quality is pretty darn great. I really like the hardware, including the fingerprint sensor, etc. What I don't like? The OS (or, OS overlay). Emui really slows down the phone. Maybe it's just too different than the mostly-stock Android I've been using on my Moto G phones (since generation 2). I dunno .. I find it beautiful, and it seems to have a lot of features, but .. something's lacking. I'm going to return the phone.",HUAWEI,"July 2, 2021"
B078T2T2FL,"Me gustó el me llegó a tiempo y sellado con su plástico y llegó bien. Me gusta la cámara y la pantalla va fluido y puedo compartir mi pantalla del célula en la tv LG también da internet a mi tableta ..lo que un iPhone 6,7,8,no pueden de manera fácil o nada por el precio este es terminal está exelente.!!! Gracias al vendedor por ser verídico en la transacción 100% recomendado original no complain.:)",HUAWEI,"July 2, 2021"
B078T2T2FL,"I like it and the delivery was perfect on the time, but actually i have few problems with cellphone because sometimes the camera has shadows. The shadows are in some cases, not all the time, so is tolerable. Other thing is that sometimes the cellphone restarts by it self but just few times too. I hope dont have more inconvenients cause i wouldn't like to claim de garantie. Then the rest, everything is ok. Its a very nice smartphone! I love it!",HUAWEI,"July 2, 2021"
B078T2T2FL,"Disappointed with the look of the front screen, It looks just like the galaxy note 5 I had a few years ago. The screen size is NOT 6"" ask they announce at amazon, it is actually smaller than the Samsung galaxy S9 Plus. Comparing the front screen on both made me cry. Another feature on Samsung for 2 generations now is FACE and IRIS recognition. Not on Huawei either. Only pattern, password, pin and their grates is fingerprint and is in the back of the phone. Oh, another huge feature missing is charging wireless. has been on Samsung since the Gaalaxy 5, Way behind. The speed is good, memory, wifi etc. Can't complain.",HUAWEI,"July 2, 2021"
B078T2T2FL,"I've had this phone for 8 months and I have absolutely loved it. Its a fantastic device with crazy battery life and that really supports my needs of the phone. Supercharging has been great up until recently when it stopped working entirely. The phone doesn't charge most of the time. It is very finicky and will just randomly stop charging overnight, unprovoked. I have 2 OEM chargers cords and bricks. I use no other chargers. The connection of the charger is not the problem. I have cleaned the port and the chargers thoroughly to no avail. Really disappointed and want this resolved.",HUAWEI,"July 2, 2021"
B078T2T2FL,"I bought this phone few weeks ago after using the mate SE and I like it, so far so good. The only problem I have is with the software google map in particular. Any type I open google map it freezes and won't respond. The only thing that works is home button, back does nothing and it won't give you access to type address or anything. It just stays open like a wallpaper and nothing will respond till you hit home button. If anyone has a solution to this problem I'll really appreciate it. Thank you",HUAWEI,"July 2, 2021"
B078T2T2FL,"I purchased this phone in 02/18, when purchased it said Duel sim phone. I tried to put a second sim in phone and didn’t work. Huawei customer service has informed me that you cant have a dual sim phone in the US and the second sim is disabled. Amazon will not refund my purchases. When purchased it clearly said dual sim phone. I still love the phone Best ever but very misleading.",HUAWEI,"July 2, 2021"
B078T2T2FL,"I change from iphone 6 plus to mate 10 pro, and find out that mate 10 pro is much better. The camera is intelligent, which take terrific selfies, and response time is fast. Unlock is like immediate, much faster than iphone. Do not have to endure endless update from iOS, which make iphone slower and slower.",HUAWEI,"July 2, 2021"
B078T2T2FL,"Amazing camera, battery.came with a case and a screen protector. Super snappy and water proof . There's really not a negative besides no headphone jack",HUAWEI,"July 2, 2021"
B078T2T2FL,Love it but you definitely have to do research to get the most out of this phone. I bought it for the camera but I'm loving the overall performance. If you're looking for a phone with a top 3 camera performance on the market and a snappy processor for under $600. Buy this phone!!,HUAWEI,"July 2, 2021"
B078T2T2FL,"Was looking at much more expensive devices and happened to catch this Mate 10 Pro on Amazon for $426. New phone that exceeds my expectations.for an outstanding price. Call quality, display, battery life, cameras and sound are excellent. Thanks Amazon... Just an update. I have really enjoyed this device. It is getting consistently 8+ hours of screen on time and usually lasts a couple of days on charge. I am getting used to the EMUI software although I would prefer a more stock Android interface. But all my apps work well, apps are fast and fluid, call and network quality are better than my OnePlus, and the little extras you get with EMUI makes the phone more productive. Camera functions are extensive and fun to experiment. And Huawei has by far the best packaging and freebies in the phone game. Includes a nice set of powered ear buds, pre-installed screen protector, clear case, super charger and beautiful box. Overall a great value.",HUAWEI,"July 2, 2021"
B078T2T2FL,"This phone is a flagship performer. Very nice build quality and materials. The AI processing seems gimmicky at the moment but it's promising of what it can do in the future. like: sharp and bright screen, fast fingerprint reader, fast UI, good camera app, all day battery dislike: no 3.5 jack, no sd card, too much noise reduction in photos (waxy look)",HUAWEI,"July 2, 2021"
B078T2T2FL,The phone is very snappy. It's suprisingly thin. Battery life is its greatest strength. Takes superb photos especially in portait mode. Overall a great budget phone.,HUAWEI,"July 2, 2021"
B078T2T2FL,"Man this phone screams. It was worth every last dime. Hauwei is killing the competition and the Hauwei P20 that debuted after this one, it's specs are even more awesome than my Mate 10 Pro. Hauwei don't hurt them like that. Apple who? Samsung who? Crushing the competition. #Yessir",HUAWEI,"July 2, 2021"
B078T2T2FL,I have been in tech my entire career and I am very aware of 'how things work'. It is very intuative. The battery is fantastic. It has a great asthetic look to it. The camera is stunning. I would do everything in my power if I were Apple to keep this phone out of the US market. It is an iPhone destroyer.,HUAWEI,"July 2, 2021"
B078T2T2FL,"I've had my Mate 10 Pro Over a year now It's proven to be much better than I had hoped. The phone has a large screen, is fast, looks good, doesn't mysteriously reboot randomly (like the one I won't name), no compatibility issues (which surprised me considering it's running EMUI) and has 128gb onboard storage (which is plenty for me). The fingerprint sensor on the back works extremely well and allows you the ability to unlock the phone via this avenue (so no more needing to press the power button to turn on the screen before scanning your fingerprint). The phone comes with a case and screen protector, so it's instantly usable as a normal device out of the box . The only downside I've found, is also tied to one of this phone's positive, in that the screen protector which comes pre-installed on the screen of the phone isn't that great. It'll give you some limited protection, but nothing like a tempered glass protector would. Overall, it's my only complaint and if you consider that this comes with the phone at no extra cost, isn't that much of a drawback. There's also the fact that the Mate 10 Pro doesn't have a microSD slot, which you may also need to consider. I highly recommend this phone if you're looking for a flagship level phone which is more affordable than most others in this bracket, yet offers a supreme user experience",HUAWEI,"July 2, 2021"
B078T2T2FL,The Greatest phone I ever had!! I'm computer science student and I know about technology a little bit. The processor speed is super. You can watch HD video online without any network problem . The camera 😱 is the best. It detectors different kinds of object. Also you can track any object manually. You can capture best photo in low light... I don't have words to express this phone. Just buy it and descover a great feature yourself.,HUAWEI,"July 2, 2021"
B078T2T2FL,"Can't beat this phone for the sale price. Don't expect monthly updates from Huawei in the US, maybe quarterly. Camera is very good. Feels like a smaller phone, balance is great in the hand. Stereo sound is ok from speakers, but not as good as my Nexus 6P. USB earbuds sound great, best stock set I've ever had.",HUAWEI,"July 2, 2021"
B078T2T2FL,"This is the pest phone out there PERIOD. I noticed that some users have had problems with the security updates, but I've had no problems at all getting/installing them as released.",HUAWEI,"July 2, 2021"
B078T2T2FL,"I love this Huawei Phone! After searching for a new phone over 6 months, finally got the one I really want. I’v been using iOS for almost 10 years and it’s the only device that made up my mind to switch to Android. The blue color is very pretty, and the cameras are awesome! The phone is very slim and a little smaller than iPhone Plus, but it is big enough to watch video. In my opinion, it’s the best phone in the market now.",HUAWEI,"July 2, 2021"
B078T2T2FL,"This is simply the best phone on the market to buy right now. Great price, magnificent battery life, awesome camera and speedy finger print reader. There is nothing to regret about buying such a wonderful device.",HUAWEI,"July 2, 2021"
B078T2T2FL,Super happy with this phone. Image quality from raw file is very impressive. Took a little getting use to coming from iPhone 6 plus but I am very amazed at how far Android has come.,HUAWEI,"July 2, 2021"
B078T2T2FL,"It runs fast, quick picture, clear and natural.",HUAWEI,"July 2, 2021"
B078T2T2FL,"The phone comes with a screen protector pre-installed, so that not only saves you the cost of buying one, but also the hassle of putting it on, failing because one tiny dust got it, and having to buy another one. It also comes with a soft protector case, which is one less decision to make, which is really a pleasant experience. The hardware is fast, I play PUBG on it and the load time is fast and game play is smooth on high settings. Battery is also good, I charge it once a day because again, I play PUBG on it, as well as stream quite a bit of music, but usually it doesn't dip below 30% when I do charge. Camera takes crisp pictures and the display is bright and crisp as well. I also don't miss not having a SD Card slot as there is already 128 GB onboard.",HUAWEI,"July 2, 2021"
B078T2T2FL,"AUDIO: Sound quality is really good but earphone is not compatible at all (keep falling out of my ears.). PICTURES: smooth and clear but the colors a little bit fake even though I adjusted it. BATTERY: More than just a fast charging, battery life last forever. VIDEO: 4K@30fps & 1080@60fps. SPEED/FUNTION: Fast speed processor but not considered as pro yet(to me). I recommend if @549.99$.",HUAWEI,"July 2, 2021"
B078T2T2FL,"A great phone at a discounted price it's hard to pass up. Battery life is phenomenal, easily going 2 days with light/medium usage. The pro version doesn't have the same UI problems the international version has. It feels nice in my hands and is lightning responsive. No headphone jack which is a bummer but I typically use Bluetooth anyway so a note issue for me. And it's nice to come with a screen film and plastic case in the box.",HUAWEI,"July 2, 2021"
B078T2T2FL,This is my first Wow-Way phone and its the best android phone I've used yet. From the screen to the battery and everything in between just works! The camera is perfect (enough) the processor power is perfect (perfect) and I have gotten used to the weird interface Huawei has built on top of the Android phone to the point where i am actually preferring it...,HUAWEI,"July 2, 2021"
B078T2T2FL,"Another great phone from the folks at Huawei. Just a tip.... The Mate 9 is every bit as good in all catagories, and usually $200 less.",HUAWEI,"July 2, 2021"
B078T2T2FL,This phone is the best phone I have ever had. Way better than the Galaxy s9 and works great on the metroPCS network. No wonder it was named phone of the year in 2017. No notification issues unless you turn on ultra battery saver mode but I don't and phone battery still lasts me 10+ hrs with moderate to heavy Snapchat and YouTube use.,HUAWEI,"July 2, 2021"
B078T2T2FL,"El teléfono celular es espectacular. Viene con 128GB de almacenamiento lo cual ayuda mucho porque las fotos al ser de excelente calidad tienen un peso relativamente grande. Viene desbloqueado, me funcionó perfecto en USA y ahora en Ecuador.",HUAWEI,"July 2, 2021"
